date,time,product,device,clicks,clicks_rev
06-02-2020,00:00:00,auto,mobile,892,7349.5219
06-02-2020,00:00:00,auto,tablet,52,508.5174
06-02-2020,00:00:00,auto,computer,155,2401.9162
06-02-2020,00:00:00,home,mobile,32,141.5471
06-02-2020,00:00:00,home,computer,27,121.2309
06-02-2020,00:00:00,home,tablet,2,11.3475
06-02-2020,01:00:00,auto,computer,151,2120.4926
06-02-2020,01:00:00,auto,mobile,758,7147.6508
06-02-2020,01:00:00,auto,tablet,36,323.7122
06-02-2020,01:00:00,home,computer,19,112.8789
06-02-2020,01:00:00,home,mobile,28,138.2556
06-02-2020,01:00:00,home,tablet,5,38.3876
06-02-2020,02:00:00,auto,mobile,810,6832.31199999999
06-02-2020,02:00:00,auto,computer,159,2499.1506
06-02-2020,02:00:00,auto,tablet,49,470.5544
06-02-2020,02:00:00,home,mobile,43,356.7364
06-02-2020,02:00:00,home,computer,19,110.5118
06-02-2020,02:00:00,home,tablet,6,26.4936
06-02-2020,03:00:00,auto,mobile,956,8763.0089
06-02-2020,03:00:00,auto,computer,192,3223.1907
06-02-2020,03:00:00,auto,tablet,47,618.4438
06-02-2020,03:00:00,home,mobile,57,344.6884
06-02-2020,03:00:00,home,computer,44,289.2066
06-02-2020,03:00:00,home,tablet,13,109.7032
06-02-2020,04:00:00,auto,mobile,1421,16234.7772
06-02-2020,04:00:00,home,mobile,96,626.8768
06-02-2020,04:00:00,home,computer,54,387.223
06-02-2020,04:00:00,auto,computer,375,6478.5398
06-02-2020,04:00:00,auto,tablet,52,456.8535
06-02-2020,04:00:00,home,tablet,7,70.9845
06-02-2020,05:00:00,auto,computer,725,16264.5704
06-02-2020,05:00:00,auto,mobile,2176,24549.0257
06-02-2020,05:00:00,home,computer,108,1082.2633
06-02-2020,05:00:00,home,mobile,90,631.8291
06-02-2020,05:00:00,auto,tablet,116,1586.8184
06-02-2020,05:00:00,home,tablet,15,88.8662
06-02-2020,06:00:00,auto,mobile,2837,30421.6882
06-02-2020,06:00:00,home,computer,168,1821.2775
06-02-2020,06:00:00,auto,computer,943,23755.1967
06-02-2020,06:00:00,auto,tablet,123,1405.9944
06-02-2020,06:00:00,home,mobile,149,1049.6234
06-02-2020,06:00:00,home,tablet,17,101.1828
06-02-2020,07:00:00,auto,computer,1376,35121.7052
06-02-2020,07:00:00,auto,mobile,3651,38846.1110999999
06-02-2020,07:00:00,auto,tablet,150,2442.6792
06-02-2020,07:00:00,home,computer,246,2570.3925
06-02-2020,07:00:00,home,mobile,169,961.321999999999
06-02-2020,07:00:00,home,tablet,16,81.4583
06-02-2020,08:00:00,auto,tablet,206,2559.3378
06-02-2020,08:00:00,auto,mobile,3995,42414.7886
06-02-2020,08:00:00,auto,computer,1491,44905.8162999999
06-02-2020,08:00:00,home,computer,255,3109.2121
06-02-2020,08:00:00,home,mobile,188,1487.6129
06-02-2020,08:00:00,home,tablet,12,119.0873
06-02-2020,09:00:00,auto,mobile,4104,45445.1253
06-02-2020,09:00:00,auto,computer,1694,47794.0872
06-02-2020,09:00:00,auto,tablet,211,3114.5043
06-02-2020,09:00:00,home,mobile,209,1499.1253
06-02-2020,09:00:00,home,computer,300,3907.763
06-02-2020,09:00:00,home,tablet,20,282.9928
06-02-2020,10:00:00,auto,mobile,4275,47208.6761
06-02-2020,10:00:00,auto,computer,1621,45805.505
06-02-2020,10:00:00,home,computer,347,3801.12950000001
06-02-2020,10:00:00,home,mobile,250,1699.6702
06-02-2020,10:00:00,auto,tablet,196,2925.4806
06-02-2020,10:00:00,home,tablet,23,128.899
06-02-2020,11:00:00,auto,mobile,3913,44908.5378000001
06-02-2020,11:00:00,home,computer,416,4285.2747
06-02-2020,11:00:00,home,mobile,237,1405.8166
06-02-2020,11:00:00,auto,computer,1624,44844.4758000001
06-02-2020,11:00:00,auto,tablet,187,3071.6719
06-02-2020,11:00:00,home,tablet,31,271.8526
06-02-2020,12:00:00,auto,mobile,3719,42244.0476000001
06-02-2020,12:00:00,auto,computer,1453,41352.566
06-02-2020,12:00:00,home,computer,352,3358.2976
06-02-2020,12:00:00,home,mobile,254,1790.1223
06-02-2020,12:00:00,home,tablet,32,263.5057
06-02-2020,12:00:00,auto,tablet,212,2683.8287
06-02-2020,12:00:00,auto,other,1,12.9729
06-02-2020,13:00:00,auto,mobile,3572,39728.0512000001
06-02-2020,13:00:00,auto,computer,1495,41524.3014
06-02-2020,13:00:00,home,computer,373,3657.6063
06-02-2020,13:00:00,home,mobile,222,1840.543
06-02-2020,13:00:00,home,tablet,29,227.5648
06-02-2020,13:00:00,auto,tablet,167,2016.1191
06-02-2020,13:00:00,auto,other,6,172.9094
06-02-2020,14:00:00,auto,mobile,3691,41900.4848
06-02-2020,14:00:00,home,tablet,40,249.6505
06-02-2020,14:00:00,auto,computer,1421,35806.6251
06-02-2020,14:00:00,auto,tablet,179,2399.5905
06-02-2020,14:00:00,home,computer,348,3307.1077
06-02-2020,14:00:00,auto,other,12,393.1879
06-02-2020,14:00:00,home,mobile,224,1512.6947
06-02-2020,15:00:00,auto,computer,1289,31736.6955
06-02-2020,15:00:00,auto,mobile,3464,39847.8779
06-02-2020,15:00:00,home,computer,261,3033.4757
06-02-2020,15:00:00,home,mobile,210,1498.375
06-02-2020,15:00:00,auto,tablet,163,1993.0119
06-02-2020,15:00:00,home,tablet,23,140.1515
06-02-2020,15:00:00,auto,other,1,85.7309
06-02-2020,16:00:00,auto,computer,1083,28778.9638
06-02-2020,16:00:00,auto,mobile,3230,37026.4243
06-02-2020,16:00:00,home,tablet,18,142.5298
06-02-2020,16:00:00,auto,tablet,133,1646.0885
06-02-2020,16:00:00,home,computer,204,2162.6796
06-02-2020,16:00:00,home,mobile,204,1624.2541
06-02-2020,17:00:00,auto,computer,1050,29247.5604
06-02-2020,17:00:00,auto,mobile,2911,34461.9133
06-02-2020,17:00:00,home,mobile,197,1074.8423
06-02-2020,17:00:00,home,computer,248,2418.0183
06-02-2020,17:00:00,auto,tablet,104,1380.5746
06-02-2020,17:00:00,home,tablet,23,140.8421
06-02-2020,18:00:00,auto,mobile,2811,32473.3435
06-02-2020,18:00:00,home,mobile,186,1302.7835
06-02-2020,18:00:00,auto,computer,878,24181.9409
06-02-2020,18:00:00,auto,tablet,109,2027.2312
06-02-2020,18:00:00,home,computer,173,1723.072
06-02-2020,18:00:00,home,tablet,10,46.8908
06-02-2020,19:00:00,auto,computer,805,21767.3942
06-02-2020,19:00:00,home,computer,128,1127.1487
06-02-2020,19:00:00,auto,mobile,2800,30921.0417
06-02-2020,19:00:00,home,mobile,171,1038.04
06-02-2020,19:00:00,auto,tablet,105,1632.0277
06-02-2020,19:00:00,home,tablet,9,44.7476
06-02-2020,19:00:00,auto,other,1,3.24
06-02-2020,20:00:00,auto,mobile,2465,26155.5928
06-02-2020,20:00:00,auto,computer,649,14937.1069
06-02-2020,20:00:00,home,computer,151,1529.5463
06-02-2020,20:00:00,auto,tablet,80,1196.5761
06-02-2020,20:00:00,home,mobile,107,950.4236
06-02-2020,20:00:00,home,tablet,11,99.7613
06-02-2020,21:00:00,auto,mobile,1969,18153.8292
06-02-2020,21:00:00,auto,computer,456,10074.2711
06-02-2020,21:00:00,home,computer,72,538.1422
06-02-2020,21:00:00,auto,tablet,55,574.8315
06-02-2020,21:00:00,home,mobile,89,545.3435
06-02-2020,21:00:00,home,tablet,9,75.8205
06-02-2020,22:00:00,auto,mobile,1637,14134.5124
06-02-2020,22:00:00,auto,computer,325,6481.6934
06-02-2020,22:00:00,home,computer,48,375.8462
06-02-2020,22:00:00,auto,tablet,64,707.7365
06-02-2020,22:00:00,home,mobile,67,507.6498
06-02-2020,22:00:00,home,tablet,3,27.141
06-02-2020,23:00:00,auto,mobile,1281,10613.7549
06-02-2020,23:00:00,auto,computer,253,4793.6093
06-02-2020,23:00:00,home,computer,26,142.7621
06-02-2020,23:00:00,auto,tablet,53,518.375
06-02-2020,23:00:00,home,mobile,42,238.9779
06-02-2020,23:00:00,home,tablet,5,27.6225
06-03-2020,00:00:00,auto,mobile,993,8706.01699999999
06-03-2020,00:00:00,home,mobile,32,145.5401
06-03-2020,00:00:00,auto,computer,150,2654.6501
06-03-2020,00:00:00,auto,tablet,29,402.0329
06-03-2020,00:00:00,home,tablet,3,11.5435
06-03-2020,00:00:00,home,computer,33,170.9082
06-03-2020,01:00:00,auto,mobile,843,7922.8859
06-03-2020,01:00:00,auto,computer,155,2237.5484
